FILM;ID ACTEUR;
tt0289668;nm0000227;
tt0289668;nm0000679;
tt0295266;nm0316284;
tt0295266;nm0314358;
tt0120158;nm0845270;
tt0113228;nm0000268;
tt0110907;nm0000210;
tt0110907;nm0000052;
tt0098244;nm0208371;
tt0098244;nm0208171;
tt0268070;nm0005162;
tt0268070;nm0643647;
tt0094508;nm0903901;
tt0094508;nm0438905;
tt0094508;nm0001711;
tt0058456;nm0001471;
tt0058456;nm0000839;
tt0058456;nm0806041;
tt0058384;nm0658885;
tt0056943;nm0000048;
tt0056943;nm0000472;
tt0056768;nm0507081;
tt0056768;nm0211402;
tt0056768;nm0870038;
tt0051247;nm0126318;
tt0185797;nm0569073;
tt0053534;nm0590398;
tt0053534;nm0536781;
tt0053534;nm0179148;
tt0055988;nm0003104;
tt0056552;nm0682423;
tt0056552;nm0300825;
tt0054542;nm0073764;
tt0054542;nm0362567;
tt0054542;nm0926897;
tt0360247;nm0176235;
tt0360247;nm0842425;
tt0360247;nm0496768;
tt0053491;nm0313340;
tt0053491;nm0565982;
tt0053491;nm0001982;
tt0052504;nm0000142;
tt0052504;nm0109495;
tt0052504;nm0707063;
tt0106004;nm0001288;
tt0106004;nm0005137;
tt0106004;nm0001383;
tt0108187;nm0000905;
tt0108187;nm0007042;
tt27192439;nm0000049;
tt27192439;nm0189030;
tt27192439;nm0199049;
tt0063939;nm0514648;
tt0063939;nm0293659;
tt0063939;nm0057969;
tt0061739;nm0301887;
tt0061739;nm0222873;
tt0061739;nm0000799;
tt0068334;nm0000602;
tt0068334;nm0001967;
tt0068334;nm0002048;
tt0062575;nm0140792;
tt0062575;nm0178527;
tt0063612;nm0001276;
tt0063612;nm0151919;
tt0195466;nm0647692;
tt0195466;nm1472401;
tt0060169;nm0758130;
tt0060169;nm0002147;
tt0052447;nm2837082;
tt0052447;nm0104971;
tt0052447;nm0903383;
tt0051016;nm0001443;
tt0051016;nm0000050;
tt0051196;nm0236860;
tt0157035;nm0004730;
tt0157035;nm0421300;
tt0044662;nm0933810;
tt0042753;nm0647970;
tt0042753;nm0002013;
tt0088746;nm0660327;
tt0088471;nm0223157;
tt0088111;nm0002081;
tt0088111;nm0878302;
tt0089049;nm0000869;
tt0089049;nm0000627;
tt0086720;nm0001157;
tt0086720;nm0241232;
tt0331999;nm0818973;
tt0331999;nm0732896;
tt0331999;nm0000568;
tt0085152;nm0767181;
tt0085152;nm0903964;
tt0086618;nm0001037;
tt0086618;nm0001507;
tt0082233;nm0000643;
tt0082233;nm0004126;
tt0082233;nm0604686;
tt0343302;nm0487743;
tt0343302;nm0827137;
tt0120443;nm0310352;
tt0120443;nm0798611;
tt0117968;nm0302105;
tt0117968;nm0004650;
tt0114086;nm0000272;
tt0114086;nm0143309;
tt0114086;nm0001393;
tt0115479;nm0021835;
tt0115479;nm0000809;
tt0112654;nm0681566;
tt0112654;nm0305488;
tt0235156;nm0481030;
tt0235156;nm0778543;
tt0108435;nm0342393;
tt0108435;nm0102078;
tt0108435;nm0553648;
tt0106678;nm0104723;
tt0106678;nm0687952;
tt0105706;nm0000870;
tt0105706;nm0001788;
tt0103224;nm0596807;
tt0102439;nm0603402;
tt0102439;nm0139711;
tt0103055;nm0147699;
tt0103200;nm0094789;
tt0103200;nm0408490;
tt0100681;nm0006807;
tt0100681;nm0146848;
tt0126973;nm0593843;
tt0126973;nm0002663;
tt0112061;nm0001194;
tt0112061;nm0507439;
tt0112061;nm0571742;
tt0114075;nm0731772;
tt0112817;nm0001200;
tt0112817;nm0000417;
tt0112440;nm0608239;
tt0112440;nm0001387;
tt0101035;nm0000280;
tt0101035;nm0363615;
tt0108588;nm0000137;
tt0108588;nm0000874;
tt0108358;nm0000621;
tt0108358;nm0000385;
tt0261287;nm0881710;
tt0261287;nm0887013;
tt0101540;nm0001448;
tt0173437;nm0662321;
tt0098792;nm0687009;
tt0098792;nm0489476;
tt0100148;nm0001154;
tt0100148;nm0314789;
tt0100428;nm0104787;
tt0100428;nm0240309;
tt0097611;nm0593850;
tt0050861;nm0915077;
tt0048605;nm0263885;
tt0048605;nm0450810;
tt0047574;nm0581062;
tt0047574;nm0640307;
tt0047422;nm0001983;
tt0045891;nm0002107;
tt0046126;nm0676492;
tt0044981;nm0020521;
tt0044981;nm0000879;
tt0044557;nm0000843;
tt0313901;nm0000055;
tt0313901;nm0953123;
tt0032023;nm0374011;
tt0032023;nm0566948;
tt0032023;nm0498571;
tt0030194;nm0579663;
tt0030194;nm1360648;
tt0892391;nm0065274;
tt0901686;nm1249256;
tt0901686;nm0005562;
tt0901686;nm0909274;
tt4439852;nm0000345;
tt4439852;nm0233209;
tt4439852;nm1747568;
tt0814044;nm0123553;
tt0814044;nm2055652;
tt0317219;nm0001372;
tt0401623;nm0000158;
tt0401623;nm0179173;
tt0401623;nm0403914;
tt0376591;nm0000438;
tt0376591;nm0000450;
tt0376591;nm0000166;
tt0361185;nm0183698;
tt0361185;nm1197217;
tt0353849;nm0040739;
tt0353849;nm0057413;
tt0353849;nm0063804;
tt0257044;nm0388382;
tt0257044;nm1005576;
tt0149367;nm0000400;
tt0149367;nm0000551;
tt0139462;nm0000705;
tt0119594;nm0000215;
tt0081470;nm0000060;
tt0081439;nm0000608;
tt27163022;nm0019804;
tt27163022;nm0052244;
tt0079630;nm0864892;
tt0075807;nm0000149;
tt0074937;nm0000393;
tt0074968;nm0461455;
tt0493295;nm0823174;
tt0073511;nm0001536;
tt0073511;nm0473228;
tt0246748;nm0000058;
tt0246748;nm0000655;
tt0246748;nm0000746;
tt0161356;nm0000892;
tt0161356;nm0004738;
tt0112667;nm0001796;
tt0112667;nm0001578;
tt0102598;nm0001006;
tt0102598;nm0000639;
tt0070598;nm0424565;
tt0066831;nm0095524;
tt0061284;nm0000305;
tt0061284;nm0004931;
tt0058949;nm0106387;
tt0595253;nm0057910;
tt0595253;nm0320006;
tt0595253;nm0368836;
tt0057298;nm0915618;
tt0057523;nm0531279;
tt2199914;nm0000548;
tt0096416;nm0662511;
tt0096416;nm0842770;
tt0090476;nm0000147;
tt0090476;nm0145284;
tt0090476;nm0079659;
tt0090502;nm0001703;
tt0090502;nm0001725;
tt22409520;nm0362058;
tt22409520;nm0001364;
tt22409520;nm0642522;
tt0087190;nm0715953;
tt0086746;nm0000306;
tt0086993;nm0000154;
tt0086993;nm0000164;
tt0092047;nm0624680;
tt0085755;nm0001265;
tt0087561;nm0571674;
tt0087561;nm0512305;
tt0084875;nm0038870;
tt0083390;nm0703438;
tt0083390;nm0590411;
tt0120756;nm0001794;
tt0120756;nm0001772;
tt0120756;nm0117412;
tt0107859;nm0669637;
tt3498448;nm0001018;
tt3498448;nm0396271;
tt3498448;nm0055280;
tt0102609;nm0000362;
tt0102609;nm0000542;
tt0098022;nm0001751;
tt0092545;nm0018365;
tt0083387;nm0005078;
tt0083387;nm0358713;
tt0083387;nm0240564;
tt0076342;nm0281130;
tt0075005;nm0827032;
tt0069786;nm0036107;
tt0067750;nm0703947;
tt0067750;nm0529149;
tt0053290;nm0001695;
tt0051028;nm0001224;
tt0161126;nm0179154;
tt0161126;nm0926402;
tt0161126;nm0925794;
tt0049170;nm0790021;
tt0048767;nm0250724;
tt0048312;nm0290295;
tt0045961;nm0601930;
tt0046080;nm0001453;
tt0046080;nm0011105;
tt0045041;nm0593192;
tt0045041;nm0327089;
tt0043668;nm0001955;
tt0043959;nm0549280;
tt0042195;nm0696163;
tt0065537;nm0000062;
tt0065537;nm0573552;
tt0065125;nm0415476;
tt0064155;nm0294229;
tt0063231;nm0137004;
tt0063231;nm0692093;
tt0063634;nm0005434;
tt0063643;nm0580565;
tt0063643;nm0000951;
tt0061489;nm0001193;
tt0061595;nm0206341;
tt0061595;nm0002369;
tt0061610;nm0550847;
tt0061610;nm0696330;
tt0061015;nm0564223;
tt0059563;nm0500299;
tt0059563;nm0793363;
tt0060429;nm0235031;
tt0060429;nm0604702;
tt0059255;nm0595039;
tt0059255;nm0420364;
tt0056585;nm0485388;
tt0059224;nm0831905;
tt0275947;nm0000656;
tt0383009;nm0703918;
tt0383009;nm1683351;
tt0383009;nm1651077;
tt0228685;nm0079343;
tt0228685;nm0818784;
tt0115144;nm0001070;
tt0115144;nm0711118;
tt0115144;nm0234791;
tt0117657;nm0093718;
tt0117657;nm0873384;
tt5152308;nm0282879;
tt5152308;nm0563150;
tt0117604;nm0001831;
tt0117604;nm0456254;
tt0116441;nm0000800;
tt0116441;nm0001235;
tt0375395;nm0023600;
tt0375395;nm1364198;
tt0375395;nm2147896;
tt0379362;nm0749430;
tt0379362;nm0551277;
tt0114887;nm0000206;
tt0114887;nm0845209;
tt0110018;nm0001757;
tt0110018;nm0000478;
tt0284316;nm0001762;
tt0070723;nm0000064;
tt0070723;nm0853375;
tt0068995;nm0455394;
tt0068995;nm0077161;
tt0068995;nm0295079;
tt0065327;nm0785245;
tt0065327;nm0914766;
tt0065327;nm0678620;
tt5241678;nm0203384;
tt5241678;nm0094288;
tt5241678;nm0267232;
tt0433510;nm0313519;
tt0433510;nm0735471;
tt0066393;nm0001341;
tt0066393;nm0561273;
tt0066393;nm0774622;
tt0063877;nm0020490;
tt0063877;nm0368142;
tt0063877;nm0365709;
tt0066179;nm0000832;
tt0063928;nm0198446;
tt0063928;nm0263496;
tt0063928;nm0404533;
tt0063556;nm0148041;
tt0063556;nm0117863;
tt0063341;nm0001813;
tt0063341;nm0699063;
tt0062731;nm0000079;
tt0056801;nm0000733;
tt0086734;nm0004885;
tt0086734;nm0469671;
tt0086734;nm0356251;
tt0085116;nm0001732;
tt2103266;nm0678014;
tt2103266;nm0197639;
tt0065610;nm0000942;
tt0065610;nm0447648;
tt0061420;nm0490871;
tt0061420;nm0416466;
tt0061420;nm0805177;
tt0060564;nm0000763;
tt0060564;nm0001033;
tt0058091;nm0477088;
tt0043224;nm0804026;
tt0043224;nm2582914;
tt0043224;nm0319497;
tt0044259;nm0003224;
tt0051328;nm0000789;
tt0051328;nm0330050;
tt0453991;nm0329433;
tt0453991;nm0474685;
tt0453991;nm0024720;
tt0050422;nm0576127;
tt0043743;nm0000765;
tt0029087;nm0232196;
tt0029087;nm0888479;
tt0056412;nm0000068;
tt0056412;nm0366866;
tt0053729;nm0309607;
tt0053729;nm0015391;
tt0053220;nm0824606;
tt0053220;nm0731490;
tt0051437;nm0445868;
tt0050296;nm0140865;
tt0051047;nm0001577;
tt0049745;nm0354853;
tt0049745;nm0282435;
tt0049743;nm0751149;
tt0049743;nm0001511;
tt0048289;nm0027566;
tt0048690;nm0145312;
tt0048535;nm0875861;
tt0048535;nm0694580;
tt0048703;nm0104720;
tt0046801;nm0233828;
tt0046801;nm0934798;
tt0115034;nm0022887;
tt0115034;nm12831065;
tt0115034;nm0084370;
tt27692488;nm0423388;
tt19720240;nm0095104;
tt0105980;nm0507659;
tt0105980;nm0725543;
tt0105980;nm0909878;
tt0086827;nm0001103;
tt0086827;nm0509937;
tt0086827;nm0000192;
tt0080240;nm0384916;
tt0080240;nm0608853;
tt0087032;nm0001123;
tt0075876;nm1521090;
tt0062591;nm0756634;
tt0062591;nm0821041;
tt0065287;nm0520467;
tt0065287;nm0142145;
tt0065642;nm0413271;
tt0063210;nm0002017;
tt0022971;nm0892473;
tt0022971;nm0870543;
tt0022971;nm0657874;
tt0022938;nm0923774;
tt0022938;nm0941298;
tt0022938;nm0497186;
tt0101329;nm0000092;
tt0081190;nm0746675;
tt0081190;nm0019591;
tt0081987;nm0768455;
tt0081987;nm0441280;
tt0325452;nm0062168;
tt0077234;nm0587234;
tt0075213;nm0000165;
tt2891146;nm0302975;
tt2891146;nm8176994;
tt0069589;nm0001510;
tt0069589;nm0638361;
tt0068680;nm0569410;
tt0068680;nm0354158;
tt0066673;nm0198463;
tt6973532;nm0005056;
tt6973532;nm4964274;
tt6973532;nm14362190;
tt0207156;nm0001666;
tt0221751;nm0001086;
tt0221751;nm0829390;
tt0106080;nm0000376;
tt0106080;nm0789478;
tt0106080;nm0204425;
tt0094514;nm0789470;
tt0094514;nm0665123;
tt0112002;nm0005443;
tt0112002;nm0001521;
tt0112002;nm0640702;
tt0111909;nm0001529;
tt0111909;nm0002127;
tt0111909;nm0541909;
tt0109813;nm0000422;
tt0109813;nm0001548;
tt0109813;nm0005280;
tt0098763;nm0167995;
tt0098763;nm0214114;
tt0098418;nm0001319;
tt0098418;nm0674781;
tt0096488;nm0001367;
tt0096488;nm0001830;
tt0093755;nm0001313;
tt0092081;nm0168394;
tt0051312;nm0000073;
tt0051312;nm0001547;
tt0041549;nm0876451;
tt0041923;nm0564708;
tt0041093;nm0001870;
tt0041093;nm0000730;
tt0039472;nm0534972;
tt0037848;nm0183857;
tt0037848;nm0008496;
tt0037280;nm0001055;
tt0035068;nm0307326;
tt0035068;nm0452128;
tt0033780;nm0003339;
tt0033780;nm0206478;
tt0080270;nm0905993;
tt0080270;nm0685494;
tt0058801;nm0008041;
tt0058801;nm0721999;
tt0058479;nm0528595;
tt0137449;nm0300623;
tt0057598;nm0656183;
tt0057598;nm0590796;
tt0055728;nm0000817;
tt0046949;nm0001739;
tt0046181;nm0312890;
tt0046181;nm0114386;
tt0054805;nm0558663;
tt0051845;nm0001374;
tt0052027;nm0668626;
tt0052027;nm0068772;
tt0047849;nm0004282;
tt0045471;nm0942863;
tt0020727;nm0731502;
tt0020727;nm0367613;
tt0020727;nm0295992;
tt0072732;nm0000277;
tt0072732;nm0002096;
tt0068103;nm0037735;
tt0068103;nm0534409;
tt0068103;nm0047699;
tt0071824;nm0000734;
tt0071824;nm0611707;
tt0069834;nm0342201;
tt0068421;nm0001975;
tt0068421;nm0001136;
tt0065547;nm0313387;
tt0065150;nm0013487;
tt0065126;nm0200981;
tt0065126;nm0004794;
tt0063035;nm0418148;
tt0055662;nm0001171;
tt0055662;nm0752576;
tt0055686;nm0330198;
tt0055686;nm0888573;
tt0054513;nm0001158;
tt0054513;nm9536874;
tt0056059;nm0553349;
tt0056217;nm0587256;
tt0054757;nm0926183;
tt0054127;nm0468237;
tt0053580;nm0002131;
tt0052902;nm0869927;
tt0053221;nm0625699;
tt0051398;nm0027933;
tt0051398;nm0415488;
tt0051757;nm0323597;
tt0051757;nm0002047;
tt0049092;nm0000784;
tt0047768;nm0116897;
tt0047768;nm0259984;
tt0047889;nm0280707;
tt0047719;nm0569902;
tt0047719;nm0197950;
tt0047719;nm0786811;
tt0047736;nm0000790;
tt0047736;nm0832065;
tt0047736;nm0086469;
tt0048593;nm0268119;
tt0045883;nm0000955;
tt0043547;nm0852279;
tt0041841;nm0544711;
tt0041361;nm0707843;
tt0041361;nm0233856;
tt0041866;nm0238445;
tt0040064;nm0001013;
tt0039152;nm0002503;
tt0039110;nm0214529;
tt0037522;nm0094135;
tt0037702;nm0245304;
tt0037702;nm0771584;
tt0037343;nm0707048;
tt0036824;nm0641454;
tt0036038;nm0779549;
tt0036038;nm0215260;
tt0036092;nm0935415;
tt0035250;nm0001076;
tt0034742;nm0496819;
tt0034889;nm0001931;
tt0035244;nm0002104;
tt0033806;nm0580882;
tt0034182;nm0275897;
tt0033808;nm0613262;
tt0033808;nm0585553;
tt0033871;nm0214168;
tt0033871;nm0254818;
tt0032728;nm0402842;
tt0033159;nm0348619;
tt0031718;nm0181003;
tt0031718;nm0369058;
tt0032032;nm0855579;
tt0031971;nm0222596;
tt0030545;nm0000315;
tt0028653;nm0402554;
tt0028653;nm0113902;
tt0028554;nm0316941;
tt0028554;nm0002311;
tt0029044;nm0111355;
tt0029044;nm0111226;
tt0029034;nm0311082;
tt0029034;nm0054036;
tt0028677;nm0490209;
tt0028677;nm0574743;
tt0027462;nm0736939;
tt0028227;nm0340644;
tt0028227;nm0049055;
tt0028510;nm0148575;
tt0028510;nm0446593;
tt0027905;nm0751946;
tt0027905;nm0447580;
tt0027849;nm0263088;
tt0027876;nm0940617;
tt0028068;nm0320681;
tt0026614;nm0569465;
tt0026774;nm0725173;
tt0026846;nm0122783;
tt0026846;nm0398139;
tt0026267;nm0601117;
tt0026273;nm0466505;
tt0026908;nm0115043;
tt0026908;nm0371025;
tt0027087;nm0556813;
tt0024805;nm0856077;
tt0024805;nm0419880;
tt0025903;nm0001935;
tt0025903;nm0384978;
tt0025699;nm0891136;
tt0025455;nm0949961;
tt0025455;nm0133021;
tt0024902;nm0402437;
tt0025969;nm0265551;
tt0025440;nm0790995;
tt0024516;nm0795549;
tt0024516;nm0151420;
tt0023899;nm0002285;
tt0024500;nm0662118;
tt0024500;nm0852365;
tt0024293;nm1349117;
tt0024293;nm0356073;
tt0023775;nm0107575;
tt0023775;nm0007219;
tt0024124;nm0460477;
tt0024124;nm0055275;
tt0024257;nm0001195;
tt0024257;nm0949835;
tt0024257;nm0533956;
tt0024592;nm0910400;
tt0023878;nm0001932;
tt0023878;nm0251755;
tt0023878;nm0114805;
tt0024663;nm0611804;
tt0024663;nm0124287;
tt0023576;nm0188673;
tt0023576;nm0429923;
tt0023576;nm0550615;
tt0022681;nm0403636;
tt0023038;nm0336956;
tt0023038;nm0853604;
tt0023109;nm0051628;
tt0023109;nm0317224;
tt0023109;nm0823633;
tt0023631;nm0003706;
tt0023631;nm0206333;
tt0023631;nm0643048;
tt0023456;nm0347827;
tt0023456;nm0372487;
tt0023415;nm0736777;
tt0023415;nm0482121;
tt0023415;nm0087434;
tt0023660;nm0396012;
tt0023660;nm0107151;
tt0022109;nm0392442;
tt0022109;nm0550583;
tt0021507;nm0400763;
tt0021507;nm0780941;
tt0021507;nm0445246;
tt0022293;nm0427659;
tt0022293;nm0281795;
tt0022134;nm0478851;
tt0022134;nm0167407;
tt0022479;nm0168595;
tt0021911;nm0156039;
tt0021911;nm0161451;
tt0020759;nm0497159;
tt0020759;nm0045754;
tt0021319;nm0639563;
tt0021319;nm0151377;
tt0021319;nm0603875;
tt0020702;nm0522926;
tt0020702;nm0654102;
tt0020702;nm0364203;
tt0021140;nm0533247;
tt0021140;nm0007214;
tt0021140;nm0531759;
tt0019895;nm0930711;
tt0020359;nm0417829;
tt0020604;nm0602914;
tt0020604;nm0665938;
tt0020604;nm0672904;
tt0019699;nm0572142;
tt0019699;nm0868456;
tt0020438;nm0656304;
tt0020438;nm0485439;
tt0020223;nm0182537;
tt0018972;nm0172875;
tt0018972;nm0448790;
tt0478641;nm0358020;
tt0478641;nm0404645;
tt0478641;nm0604813;
tt0018909;nm0355671;
tt0018909;nm0542870;
tt0018909;nm0607942;
tt0778043;nm0204639;
tt0778043;nm0540485;
tt0778043;nm0516013;
tt0017832;nm0448661;
tt0017832;nm0720885;
tt0019182;nm0071602;
tt0019182;nm0358076;
tt0019182;nm0209462;
tt0017632;nm0449908;
tt0017632;nm0354878;
tt0440338;nm0037783;
tt0440338;nm0570230;
tt0440338;nm0526951;
tt0016939;nm0594291;
tt0016939;nm0245386;
tt0016939;nm1209936;
tt0016627;nm0318105;
tt0016627;nm0090187;
tt0016627;nm0195460;
tt0016690;nm0354313;
tt0016690;nm0681927;
tt0016690;nm0047720;
tt5012346;nm6618303;
tt5012346;nm0005538;
tt4795124;nm0220240;
tt4795124;nm0000161;
tt4795124;nm6004682;
tt4738238;nm3521144;
tt4738238;nm0385029;
tt4738238;nm1397297;
tt3077060;nm0000153;
tt3077060;nm0170186;
tt3077060;nm0272173;
tt0313043;nm0000325;
tt0313043;nm0698346;
tt0313043;nm0735226;
tt0947799;nm0469823;
tt0947799;nm0005098;
tt0947799;nm1371339;
tt0312081;nm0005408;
tt0312081;nm0192505;
tt0312081;nm0203221;
tt0303635;nm0127988;
tt0303635;nm0001579;
tt0303635;nm0892383;
tt0250494;nm0000702;
tt0250494;nm0005561;
tt0250494;nm0004757;
tt0255653;nm0001185;
tt0255653;nm0005283;
tt0255653;nm0005220;
tt0115369;nm0000181;
tt0153737;nm0935807;
tt0153737;nm0000852;
tt0118836;nm0005488;
tt0118836;nm0005489;
tt0118836;nm0588777;
tt0098904;nm0000632;
tt0098904;nm0000506;
tt0098904;nm0724245;
tt29596750;nm0062772;
tt29596750;nm15390735;
tt29596750;nm0919912;
tt0289993;nm0111756;
tt0289993;nm0336509;
tt0094007;nm0415617;
tt0094007;nm0546004;
tt0094007;nm0256387;
tt0085690;nm0614526;
tt0085690;nm0486071;
tt0088571;nm0064015;
tt0086577;nm0231716;
tt0086577;nm0261805;
tt0085287;nm0000947;
tt0085287;nm0546834;
tt0088134;nm0001404;
tt0088134;nm0001204;
tt0951311;nm0278142;
tt0082122;nm0001871;
tt0087202;nm0000822;
tt0087202;nm0933759;
tt0083166;nm0565569;
tt0083166;nm0101133;
tt0082517;nm0000316;
tt0082517;nm0002138;
tt0085271;nm0000686;
tt0081758;nm0648920;
tt0081758;nm0788829;
tt0081151;nm0289343;
tt0081151;nm0001522;
tt0081032;nm0001719;
tt0081032;nm0000907;
tt0078622;nm0822034;
tt0078616;nm0001137;
tt0078616;nm0706883;
tt0072574;nm0130324;
tt0074295;nm0373324;
tt0073526;nm0935345;
tt0069681;nm0001117;
tt0064100;nm0191685;
tt0064100;nm0001285;
tt0060818;nm0000846;
tt0060818;nm0790071;
tt0219554;nm0456696;
tt0219554;nm0000082;
tt2860100;nm0859060;
tt2860100;nm0626363;
tt2860100;nm0903628;
tt1381055;nm5173385;
tt0029737;nm0062828;
tt0029737;nm0000910;
tt0029737;nm0899091;
tt4566758;nm1703577;
tt4566758;nm0947447;
tt4566758;nm0000084;
tt10670442;nm2348646;
tt10670442;nm2518711;
tt8499638;nm3609766;
tt8499638;nm0339621;
tt4591310;nm0477209;
tt4591310;nm2682046;
tt3125472;nm0155203;
tt3125472;nm6517324;
tt1667150;nm0490489;
tt1667150;nm1337123;
tt1092634;nm0000131;
tt1092634;nm0000334;
tt0367959;nm0880484;
tt0367959;nm0406975;
tt0473444;nm1727100;
tt0430357;nm0268199;
tt0430357;nm0004937;
tt0397535;nm0955471;
tt0397535;nm0913822;
tt0397535;nm0000706;
tt15165236;nm0151654;
tt15165236;nm0284608;
tt15165236;nm1741757;
tt0343663;nm0000375;
tt0212712;nm0504897;
tt0212712;nm0910947;
tt0354243;nm0504899;
tt0354243;nm0838944;
tt0083996;nm0000086;
tt0083996;nm0301556;
tt0083996;nm0728208;
tt0083109;nm0898317;
tt0078813;nm0127682;
tt0078813;nm0069191;
tt0074103;nm0173354;
tt0074103;nm0951578;
tt0069747;nm0591877;
tt0069747;nm0216177;
tt0067108;nm0764664;
tt0067274;nm0312985;
tt0066423;nm0001036;
tt0066423;nm0000359;
tt0065769;nm0498876;
tt0065769;nm0343766;
tt0065848;nm0010569;
tt0064425;nm0003909;
tt0063005;nm0333518;
tt0063674;nm0580324;
tt11647044;nm2432008;
tt11647044;nm0000087;
tt11647044;nm3626630;
tt16986382;nm6416990;
tt16986382;nm3247679;
tt13887934;nm0148516;
tt13887934;nm0710938;
tt13887934;nm0645612;
tt15325866;nm0795673;
tt15325866;nm0625986;
tt12028944;nm0451122;
tt12028944;nm0161607;
tt12028944;nm0450975;
tt8664988;nm1128120;
tt8664988;nm1215228;
tt8664988;nm5380264;
tt7039208;nm2917745;
tt7039208;nm4705505;
tt7039208;nm0041775;
tt7342838;nm3004706;
tt7342838;nm7590244;
tt7342838;nm1654982;
tt15797712;nm0092966;
tt15797712;nm0121141;
tt5847740;nm6592338;
tt5847740;nm8273937;
tt5847740;nm0843524;
tt12264542;nm3778161;
tt12264542;nm2099653;
tt2984034;nm3362705;
tt2984034;nm2652279;
tt2984034;nm1482686;
tt2156825;nm2955024;
tt2156825;nm3317182;
tt2156825;nm0837242;
tt4023538;nm1918896;
tt4023538;nm0673288;
tt16347974;nm13188223;
tt16347974;nm9876606;
tt16347974;nm5458979;
tt0160403;nm0005467;
tt0160403;nm0000413;
tt0160403;nm0001611;
tt0094540;nm0001683;
tt0094540;nm0582418;
tt0117053;nm0470182;
tt0117053;nm0285768;
tt0117053;nm0004941;
tt0117318;nm0001482;
tt0111945;nm0004804;
tt0111945;nm0046033;
tt0111945;nm0455745;
tt0116420;nm1477773;
tt0116420;nm0039621;
tt0116420;nm0076980;
tt0092359;nm0756114;
tt0092359;nm0001764;
tt0092359;nm0183417;
tt0109227;nm0199961;
tt0109227;nm0830757;
tt0109227;nm0719606;
tt0221977;nm0164682;
tt0221977;nm0000794;
tt0221977;nm0117252;
tt0108909;nm0249109;
tt0108909;nm0621046;
tt0108909;nm0542558;
tt0101115;nm0706619;
tt0101115;nm0000279;
tt0101115;nm0796235;
tt0086765;nm0934750;
tt0086765;nm0556041;
tt0101481;nm0933310;
tt0101481;nm0745780;
tt0101481;nm0571874;
tt2101383;nm0000288;
tt2101383;nm0000204;
tt1266567;nm0311766;
tt1266567;nm0378096;
tt1266567;nm0559752;
tt0808151;nm0000191;
tt0808151;nm0957909;
tt0963178;nm0654110;
tt0963178;nm0915208;
tt1058601;nm0001941;
tt1058601;nm0777594;
tt0432314;nm0840430;
tt3545288;nm0079890;
tt3545288;nm0407959;
tt0765443;nm0001557;
tt0484434;nm0726257;
tt0484434;nm0233312;
tt0472126;nm0605080;
tt0200276;nm0000507;
tt0200276;nm0005049;
tt0329030;nm0659363;
tt0329030;nm0445987;
tt0388441;nm0001290;
tt0388441;nm1413942;
tt0284717;nm0309348;
tt0284717;nm0104821;
tt0284717;nm0726167;
tt0148669;nm0545383;
tt0148669;nm0000945;
tt0148669;nm0244850;
tt14549270;nm0557908;
tt8619854;nm0000546;
tt8417168;nm0799777;
tt8417168;nm4032297;
tt8417168;nm1279721;
tt15367558;nm0001705;
tt15367558;nm7910620;
tt15367558;nm0864490;
tt2397461;nm6081322;
tt2397461;nm3099754;
tt2397461;nm9865565;
tt13103340;nm0000167;
tt8560172;nm0001357;
tt8560172;nm5381177;
tt8560172;nm4446872;
tt4426464;nm0719637;
tt4426464;nm0005099;
tt4426464;nm0290556;
tt6768634;nm0914327;
tt6768634;nm0824102;
tt5277030;nm1146783;
tt5277030;nm6812060;
tt4177856;nm1072555;
tt4177856;nm0001737;
tt5592146;nm0000378;
tt5592146;nm0101152;
tt5592146;nm0946382;
tt4086018;nm1416215;
tt4086018;nm0005519;
tt4086018;nm2397981;
tt8017160;nm1637637;
tt8017160;nm0771621;
tt7531496;nm0631490;
tt8531222;nm7336431;
tt8531222;nm2747668;
tt8531222;nm10381726;
tt10640346;nm0000093;
tt10640346;nm3053338;
tt12593682;nm1428821;
tt12593682;nm1093951;
tt13320622;nm0000113;
tt13320622;nm1475594;
tt13320622;nm0705356;
tt14067406;nm0000098;
tt14067406;nm0176981;
tt14067406;nm0000151;
tt2935510;nm1550948;
tt7131622;nm0000138;
tt5463162;nm0005351;
tt5463162;nm0000982;
tt4758646;nm0079418;
tt4758646;nm1910274;
tt3640424;nm0364813;
tt6024606;nm8471890;
tt6024606;nm5565563;
tt1596363;nm0136797;
tt1596363;nm0331516;
tt3707106;nm0001401;
tt3707106;nm0491259;
tt2713180;nm0479471;
tt2713180;nm0503567;
tt4354616;nm0000095;
tt4354616;nm1415323;
tt4354616;nm0561938;
tt4513674;nm0251986;
tt4513674;nm0829576;
tt2258345;nm0001806;
tt2258345;nm0000232;
tt1885331;nm0998117;
tt1885331;nm0115730;
tt1885331;nm0217868;
tt0457513;nm0424060;
tt0457513;nm0413168;
tt0457513;nm0242319;
tt0313792;nm0004755;
tt0313792;nm0000207;
tt0309785;nm0308780;
tt0309785;nm0665114;
tt0309785;nm0201700;
tt0278823;nm0000495;
tt0278823;nm0233646;
tt0256524;nm0824240;
tt0256524;nm0868110;
tt0192455;nm0001710;
tt0192455;nm0032793;
tt0196216;nm0001808;
tt0196216;nm0000424;
tt0177650;nm0569790;
tt0177650;nm0000244;
tt0177650;nm0002117;
tt0158371;nm0000576;
tt0158371;nm0608090;
tt7767422;nm2633535;
