FILM;ID ACTEUR;
tt7767422;nm0000096;
tt7767422;nm6967441;
tt11068094;nm0000545;
tt11068094;nm2684840;
tt14138650;nm0577982;
tt14138650;nm0564402;
tt13223570;nm0205626;
tt13223570;nm0000201;
tt2235759;nm1102577;
tt2235759;nm4555381;
tt2235759;nm3152605;
tt11332850;nm6432607;
tt4786824;nm2946516;
tt4786824;nm1469236;
tt4786824;nm0001767;
tt9652730;nm4141252;
tt9652730;nm9438171;
tt8368394;nm2809577;
tt8368394;nm5189784;
tt8368394;nm1335915;
tt6290798;nm3480246;
tt6663582;nm0857620;
tt6663582;nm0571952;
tt6663582;nm7529030;
tt0106179;nm0000141;
tt0106179;nm0683379;
tt1869347;nm1796057;
tt1869347;nm7607873;
tt1869347;nm0000335;
tt1898069;nm1340638;
tt1898069;nm0115161;
tt1898069;nm1462340;
tt4977530;nm0095017;
tt4977530;nm2110485;
tt13092974;nm1667364;
tt13092974;nm0287898;
tt13092974;nm3650037;
tt8523334;nm3743617;
tt8523334;nm0284869;
tt8523334;nm3851426;
tt7296862;nm6910083;
tt7296862;nm3170207;
tt7296862;nm5291376;
tt1469304;nm0425005;
tt1469304;nm1374980;
tt1469304;nm1275259;
tt6797648;nm0000097;
tt6797648;nm0491021;
tt6797648;nm0681401;
tt5788136;nm4516284;
tt5788136;nm6254482;
tt5637594;nm1411619;
tt5637594;nm0005073;
tt15857634;nm2692695;
tt4254562;nm2218604;
tt4254562;nm0922114;
tt6717892;nm2832525;
tt6717892;nm1589279;
tt6717892;nm7194079;
tt4393278;nm0009344;
tt4393278;nm7143871;
tt7696176;nm0973541;
tt3305014;nm2622353;
tt3305014;nm3074024;
tt3305014;nm6054030;
tt2559390;nm2325851;
tt2559390;nm0005558;
tt2559390;nm2076857;
tt7203552;nm0001082;
tt15255288;nm0001191;
tt15255288;nm0835016;
tt1618434;nm1812656;
tt16369066;nm0026364;
tt4878482;nm4359664;
tt4878482;nm3843467;
tt14279324;nm0000354;
tt3739110;nm2403277;
tt3739110;nm7770725;
tt3739110;nm6682520;
tt1711525;nm1601397;
tt1711525;nm2554352;
tt4624424;nm1676221;
tt4624424;nm1764070;
tt4824302;nm0005028;
tt2170439;nm0837177;
tt2170439;nm0206359;
tt3442006;nm0056770;
tt3442006;nm0447695;
tt1767372;nm1782299;
tt1663207;nm0080049;
tt1663207;nm0279545;
tt11280740;nm0004395;
tt11280740;nm7100086;
tt11280740;nm3138882;
tt6628922;nm5634768;
tt6628922;nm0000099;
tt6628922;nm0000353;
tt13142324;nm0004951;
tt13142324;nm4030255;
tt4180560;nm0000291;
tt4180560;nm0005031;
tt1979376;nm0000741;
tt1979376;nm0001633;
tt8682948;nm1455681;
tt6866266;nm0001125;
tt6866266;nm0200452;
tt5933560;nm7916840;
tt5933560;nm7135116;
tt5933560;nm6393874;
tt3560060;nm0004735;
tt3560060;nm0510168;
tt2578508;nm2154960;
tt2578508;nm1985893;
tt2578508;nm1178424;
tt3059816;nm0024188;
tt3059816;nm1002594;
tt4679082;nm1212722;
tt4679082;nm0000368;
tt13306120;nm6145625;
tt13306120;nm1872698;
tt13306120;nm6925965;
tt0247082;nm0676973;
tt0247082;nm0000401;
tt0979432;nm0000114;
tt0979432;nm0531808;
tt0979432;nm0788335;
tt13640670;nm0000100;
tt13640670;nm0086865;
tt13640670;nm2728286;
tt0280277;nm0333393;
tt0280277;nm0323140;
tt9861332;nm0100960;
tt9861332;nm7230707;
tt9859400;nm3638243;
tt9859400;nm0004879;
tt6921996;nm0587950;
tt6921996;nm1385871;
tt15074312;nm0227681;
tt15074312;nm4222685;
tt7197422;nm0000980;
tt6582384;nm5414887;
tt6582384;nm0109274;
tt6421362;nm8054476;
tt6421362;nm3968703;
tt1400819;nm1377114;
tt1400819;nm1375030;
tt1400819;nm2719406;
tt4448662;nm0296410;
tt3017158;nm0377901;
tt3017158;nm0935183;
tt3017158;nm0641581;
tt2305700;nm9012283;
tt2305700;nm5046755;
tt2305700;nm5339121;
tt1634122;nm0683253;
tt1634122;nm0922035;
tt21431644;nm11346625;
tt21431644;nm14892174;
tt6143796;nm0718642;
tt6143796;nm1595023;
tt6143796;nm2094174;
tt21033386;nm0312656;
tt21033386;nm0001368;
tt4513678;nm4689420;
tt4513678;nm0748620;
tt4513678;nm6016511;
tt12701190;nm4592145;
tt12701190;nm11382743;
tt8595140;nm0004960;
tt7730276;nm11939723;
tt7730276;nm0040472;
tt1289401;nm0565250;
tt1289401;nm1325419;
tt13160504;nm0004852;
tt2120120;nm0416673;
tt2120120;nm1157358;
tt4585718;nm0192986;
tt2473602;nm1569276;
tt2473602;nm1734700;
tt3205134;nm0227055;
tt3205134;nm1108797;
tt12747748;nm0991810;
tt12747748;nm0000160;
tt1633359;nm5016878;
tt1633359;nm0000102;
tt1633359;nm0227759;
tt13623136;nm7556151;
tt13623136;nm0348231;
tt13623136;nm0740264;
tt7187044;nm0388038;
tt7187044;nm5524602;
tt13075730;nm12347965;
tt13075730;nm0446622;
tt14502344;nm7466966;
tt14502344;nm0001043;
tt6317762;nm6563873;
tt6317762;nm3381295;
tt6317762;nm5483400;
tt10684644;nm0231458;
tt10684644;nm0005041;
tt7230846;nm1669772;
tt7230846;nm4576371;
tt7230846;nm0005218;
tt8201852;nm1086543;
tt8201852;nm10424479;
tt10959932;nm4364362;
tt10959932;nm1921657;
tt6274614;nm1951390;
tt6274614;nm4205710;
tt6274614;nm3034977;
tt5226220;nm1252685;
tt5226220;nm0911542;
tt8205176;nm1659348;
tt8205176;nm1111656;
tt5886510;nm0089217;
tt5886510;nm0383603;
tt6994156;nm3096205;
tt6994156;nm4493176;
tt6994156;nm1727621;
tt4302062;nm5041989;
tt4302062;nm0005576;
tt4302062;nm1559927;
tt4685762;nm8314228;
tt4685762;nm10656367;
tt4685762;nm4594069;
tt7284202;nm1640326;
tt7284202;nm0663546;
tt7284202;nm1401022;
tt3663718;nm0000103;
tt3663718;nm1889973;
tt3663718;nm0005513;
tt2249007;nm0000630;
tt2249007;nm0550371;
tt2249007;nm0005231;
tt2486862;nm1175678;
tt2486862;nm0566187;
tt1961279;nm0712262;
tt1961279;nm0581365;
tt1294212;nm2093766;
tt1294212;nm0251872;
tt1095217;nm0000115;
tt1095217;nm0578949;
tt1095217;nm2963760;
tt1187042;nm0117374;
tt1187042;nm0495236;
tt0870122;nm0834989;
tt0870122;nm0000953;
tt0759639;nm1140666;
tt0759639;nm0047248;
tt0430768;nm0836220;
tt0430768;nm2017314;
tt0430768;nm2018751;
tt0448190;nm0042439;
tt0448190;nm0140837;
tt0448190;nm1772845;
tt13848804;nm0000104;
tt13848804;nm3676489;
tt13848804;nm5710425;
tt1462764;nm3564817;
tt3915174;nm2957490;
tt14857730;nm2828232;
tt14857730;nm0098378;
tt15438542;nm0454809;
tt15438542;nm0281107;
tt1464335;nm4043618;
tt11700260;nm0553650;
tt8385148;nm0000168;
tt6673612;nm0790688;
tt5865326;nm0000198;
tt5865326;nm2973791;
tt10916366;nm2516677;
tt10916366;nm1071554;
tt10916366;nm9380750;
tt8291806;nm1292111;
tt8291806;nm0768614;
tt5989218;nm1209966;
tt5989218;nm1312575;
tt5673782;nm5087795;
tt5673782;nm0181787;
tt5629524;nm2161450;
tt15399898;nm0523180;
tt15399898;nm2684036;
tt15399898;nm1154161;
tt8545540;nm0599019;
tt8545540;nm2689910;
tt8545540;nm0927765;
tt15483276;nm3663271;
tt15483276;nm0956603;
tt15483276;nm12168055;
tt7235466;nm0470244;
tt7235466;nm4091533;
tt23488824;nm2821733;
tt23488824;nm2383250;
tt23488824;nm0000105;
tt15939888;nm4329936;
tt15939888;nm2087049;
tt11525390;nm3093760;
tt11525390;nm7282382;
tt11525390;nm0865302;
tt1267295;nm0158626;
tt1267295;nm1296458;
tt1267295;nm4427331;
tt12306692;nm2811823;
tt12306692;nm1336920;
tt12306692;nm0242257;
tt13071908;nm0071818;
tt13071908;nm5489754;
tt5532280;nm0089456;
tt5532280;nm1526617;
tt11122096;nm0101453;
tt11122096;nm7865297;
tt7411120;nm1357477;
tt7411120;nm4286857;
tt7326168;nm0491357;
tt7326168;nm0045937;
tt8404094;nm0750412;
tt8404094;nm3119834;
tt8404094;nm1496365;
tt23673824;nm14245309;
tt23673824;nm2859626;
tt23673824;nm8356373;
tt13819960;nm0000572;
tt13819960;nm0633223;
tt13819960;nm0004862;
tt11245972;nm0000117;
tt11245972;nm0001073;
tt11245972;nm0000274;
tt13070602;nm0743605;
tt7970348;nm0000106;
tt7970348;nm5304955;
tt7970348;nm1652433;
tt5580540;nm0648249;
tt5580540;nm5735148;
tt0115147;nm0829537;
tt0115147;nm3696388;
tt0115147;nm0170306;
tt14316354;nm6855916;
tt4324796;nm0465736;
tt4324796;nm2952467;
tt4324796;nm5605520;
tt2245003;nm0001057;
tt2245003;nm1002641;
tt1086772;nm1018488;
tt1430615;nm1024677;
tt1430615;nm4870585;
tt24515412;nm0000107;
tt24515412;nm1364280;
tt10002230;nm0122987;
tt4477536;nm0424848;
tt4477536;nm1946193;
tt4477536;nm0425053;
tt5834198;nm0682725;
tt5834198;nm0330687;
tt3799694;nm0000128;
tt3799694;nm3886028;
tt3004746;nm0696015;
tt3004746;nm0771923;
tt2217895;nm2034147;
tt2217895;nm0420955;
tt2343793;nm0000553;
tt2343793;nm0005109;
tt2343793;nm0004778;
tt2147225;nm2297741;
tt2147225;nm4143944;
tt2147225;nm0434444;
tt1438254;nm2253071;
tt0865554;nm0000620;
tt0887971;nm0001305;
tt0887971;nm0001729;
tt1068641;nm0000234;
tt1068641;nm0946962;
tt10968040;nm0949350;
tt10968040;nm0000109;
tt0337851;nm0001327;
tt0337851;nm0074648;
tt0134269;nm0191742;
tt0134269;nm0048926;
tt0243732;nm0057882;
tt0295988;nm0751638;
tt0295988;nm1011169;
tt0259333;nm0103217;
tt0259333;nm0277300;
tt0115285;nm0000467;
tt0115285;nm0005281;
tt0210257;nm0122716;
tt0210257;nm0042316;
tt0169347;nm0935921;
tt0169347;nm0949519;
tt0130036;nm0000615;
tt0150176;nm0740505;
tt0150176;nm0000451;
tt0150176;nm0895308;
tt0164211;nm0001298;
tt0164211;nm0941315;
tt0131857;nm0005295;
tt0131857;nm0001778;
tt0131857;nm0045379;
tt0119271;nm0738850;
tt0118506;nm0001562;
tt0118506;nm0004844;
tt13309742;nm4224109;
tt13309742;nm0001786;
tt13309742;nm1199811;
tt15398776;nm0614165;
tt15398776;nm1289434;
tt12594678;nm1861862;
tt12594678;nm1166041;
tt7657566;nm5290643;
tt8354218;nm1745743;
tt8354218;nm0001993;
tt8354218;nm0501256;
tt6723592;nm0913475;
tt6723592;nm1500155;
tt6723592;nm4456120;
tt11126248;nm11440614;
tt11126248;nm11026855;
tt4793190;nm0593267;
tt4793190;nm2247629;
tt4793190;nm1162282;
tt9206798;nm0001132;
tt9206798;nm0005212;
tt4154756;nm1165110;
tt4154756;nm0749263;
tt5013056;nm7887725;
tt5013056;nm4422686;
tt5013056;nm0753314;
tt6235396;nm8467375;
tt6235396;nm4651633;
tt4799064;nm1027986;
tt4799064;nm0204583;
tt11691774;nm0000188;
tt11691774;nm1411125;
tt11816814;nm2499064;
tt11816814;nm2018237;
tt15671028;nm2225369;
tt15671028;nm10574081;
tt15671028;nm1128574;
tt14759996;nm6922376;
tt14759996;nm0001841;
tt14759996;nm0829620;
tt8633560;nm0005003;
tt8633560;nm0005425;
tt8633560;nm5932423;
tt2861424;nm0663177;
tt2861424;nm0334561;
tt2861424;nm0149950;
tt8755226;nm1225406;
tt8755226;nm4865040;
tt8755226;nm6224672;
tt4370596;nm0781899;
tt4370596;nm5700898;
tt4370596;nm6615590;
tt4712086;nm4381014;
tt4712086;nm2636108;
tt4712086;nm0907548;
tt6428676;nm6029853;
tt6428676;nm0004950;
tt6428676;nm0132637;
tt7552590;nm0781238;
tt7552590;nm3552751;
tt7552590;nm7088578;
tt7117594;nm2764022;
tt7117594;nm8435354;
tt6881890;nm0748973;
tt6881890;nm0224565;
tt6881890;nm0309430;
tt12404266;nm0000112;
tt12404266;nm0993242;
tt12404266;nm0025309;
tt11274492;nm2796745;
tt2328678;nm2546012;
tt2328678;nm0000458;
tt10155932;nm5305981;
tt10155932;nm0692039;
tt10155932;nm5954280;
tt10096842;nm4477261;
tt10096842;nm0001543;
tt4876134;nm0134244;
tt10841088;nm8110524;
tt10841088;nm10741585;
tt8580274;nm0002071;
tt8580274;nm1046097;
tt8580274;nm1405398;
tt3839822;nm5015107;
tt3839822;nm2694680;
tt5254610;nm7455038;
tt5254610;nm1259756;
tt5254610;nm1060681;
tt6911608;nm0000658;
tt5616294;nm0001602;
tt11233960;nm0000352;
tt2737304;nm5218990;
tt5164214;nm0004266;
tt1018765;nm1107001;
tt2293640;nm0358316;
tt3277552;nm1241511;
tt3277552;nm6030287;
tt1454468;nm0000123;
tt2404463;nm0567912;
tt0477302;nm4223385;
tt0878804;nm2466842;
tt0878804;nm0005210;
tt0881891;nm0177896;
tt0881891;nm0002006;
tt0477071;nm0573037;
tt0477071;nm0005520;
tt14016574;nm1547964;
tt14016574;nm1546196;
tt14016574;nm4862149;
tt29794469;nm9559545;
tt29794469;nm10996649;
tt7529770;nm6543093;
tt7529770;nm4175221;
tt15351980;nm2577076;
tt15351980;nm4772366;
tt15351980;nm1078479;
tt28363295;nm6690647;
tt28363295;nm6635715;
tt0206512;nm0444786;
tt0206512;nm0120309;
tt22059768;nm7434525;
tt22059768;nm4200503;
tt19853604;nm0203457;
tt19853604;nm0000582;
tt11702252;nm0810397;
tt11702252;nm5200476;
tt26703921;nm0810619;
tt26703921;nm1705074;
tt9848626;nm1063517;
tt10682266;nm0100866;
tt9686708;nm2525790;
tt9686708;nm6618353;
tt8456094;nm0000498;
tt14827638;nm2230865;
tt14827638;nm11164361;
tt21942866;nm12844103;
tt21942866;nm0629855;
tt21991654;nm1172478;
tt21991654;nm5201194;
tt0439572;nm3009232;
tt0439572;nm8567338;
tt11358390;nm0396558;
tt11358390;nm5377144;
tt8593824;nm14299670;
tt8593824;nm8740834;
tt8593824;nm0397212;
tt1462759;nm9538520;
tt1462759;nm2205243;
tt11291274;nm0050959;
tt11291274;nm1840504;
tt11003218;nm1842974;
tt11003218;nm0035060;
tt8114980;nm6376834;
tt8114980;nm0335275;
tt6372694;nm1154749;
tt6372694;nm0001024;
tt2850386;nm1297015;
tt9624766;nm3857692;
tt9624766;nm12083010;
tt8380776;nm0834380;
tt8380776;nm0972851;
tt7394816;nm0000463;
tt7394816;nm0243806;
tt13833978;nm2636310;
tt13833978;nm1182048;
tt13833978;nm0760151;
tt14261112;nm3715867;
tt14261112;nm1649934;
tt18351120;nm1018679;
tt18351120;nm2009006;
tt6473066;nm4591107;
tt6473066;nm4248775;
tt6186940;nm0176869;
tt6186940;nm5347988;
tt5758778;nm1977856;
tt1856010;nm0000228;
tt1856010;nm0318703;
tt3231564;nm3014031;
tt3231564;nm1985974;
tt3231564;nm1706832;
tt3463606;nm6212234;
tt3463606;nm0097077;
tt3463606;nm0000565;
tt2016335;nm0893257;
tt2016335;nm0000515;
tt0804503;nm0005253;
tt0804503;nm0440229;
tt2234451;nm0420937;
tt2234451;nm1559338;
tt0413573;nm0933156;
tt0413573;nm0681782;
tt0413573;nm0690186;
tt10062292;nm10826558;
tt10062292;nm1567198;
tt10062292;nm6651162;
tt1378167;nm0000563;
tt1378167;nm2079733;
tt1378167;nm0005112;
tt22262600;nm1275101;
tt22262600;nm3651929;
tt22262600;nm0000119;
tt11952606;nm1839922;
tt11952606;nm1478223;
tt11952606;nm7385519;
tt3465026;nm0268007;
tt3465026;nm0063944;
tt7661046;nm0993507;
tt7661046;nm0814259;
tt7661046;nm3762213;
tt6264782;nm0534134;
tt6264782;nm0296546;
tt6264782;nm0267724;
tt7615722;nm0001853;
tt1379164;nm3081796;
tt1379164;nm0579914;
tt1379164;nm1014417;
tt1595859;nm0005531;
tt1595859;nm0005256;
tt1595859;nm0261678;
tt2833580;nm0000299;
tt2833580;nm2065398;
tt4586626;nm1323785;
tt4586626;nm0846480;
tt5161096;nm0101198;
tt5161096;nm7082627;
tt19381966;nm1070597;
tt19381966;nm9475707;
tt19381966;nm0000120;
tt12412888;nm0005188;
tt12412888;nm2355635;
tt18309940;nm1644827;
tt18309940;nm8423894;
tt7375404;nm0339460;
tt1901024;nm0190744;
tt1901024;nm0001250;
tt4334266;nm4025229;
tt4334266;nm0597388;
tt4334266;nm7633342;
tt2096672;nm0001099;
tt2096672;nm1443527;
tt5348924;nm5262775;
tt5348924;nm4430336;
tt1229340;nm0000775;
tt1650554;nm1631269;
tt1650554;nm2395586;
tt2801056;nm2858945;
tt2801056;nm5596477;
tt0790628;nm3769935;
tt0496424;nm0275486;
tt0496424;nm0605079;
tt4656392;nm0004715;
tt4656392;nm0000276;
tt0254099;nm0000492;
tt0254099;nm0000121;
tt0110892;nm0400998;
tt0106447;nm0000403;
tt0101775;nm0562201;
tt0101775;nm0556850;
tt0220606;nm0552327;
tt0220606;nm0000476;
tt0099700;nm0002090;
tt0099700;nm0005177;
tt0099819;nm0000177;
tt0098300;nm0168892;
tt0094799;nm0000662;
tt0092834;nm0461021;
tt0092834;nm0000322;
tt0089453;nm0000724;
tt0089453;nm0706298;
tt0089453;nm0231319;
tt0087363;nm0001924;
tt0061523;nm0152261;
tt0050598;nm0000122;
tt0050598;nm0041602;
tt0050598;nm0221491;
tt0044837;nm0115558;
tt0039631;nm0180900;
tt0039631;nm0734467;
tt0032553;nm0642988;
tt0027977;nm0074788;
tt0021749;nm5681967;
tt0019379;nm0203836;
tt0019379;nm0376396;
tt0018773;nm0448224;
tt0018773;nm0305087;
tt0929410;nm0732079;
tt0929410;nm0507760;
tt0929410;nm0002616;
tt0015864;nm0841501;
tt0015864;nm0615306;
tt0014624;nm0701012;
tt0014624;nm0312238;
tt0014624;nm0588033;
tt0014137;nm0238401;
tt0014137;nm0181811;
tt0014137;nm0037761;
tt0014497;nm0123994;
tt0014497;nm0478704;
tt0014358;nm0152260;
tt14109724;nm1116918;
tt10539608;nm0428065;
tt10539608;nm0654648;
tt5056196;nm3571592;
tt5056196;nm0151419;
tt5056196;nm4415491;
tt2241351;nm1925239;
tt1964418;nm1429380;
tt1964418;nm0491402;
tt2177771;nm0000195;
tt2290075;nm0085257;
tt2290075;nm1197130;
tt1033575;nm0940362;
tt1033575;nm3837786;
tt1124035;nm0316079;
tt1440728;nm0093678;
tt1440728;nm0686376;
tt6156584;nm4377526;
tt6156584;nm2316017;
tt6156584;nm2226071;
tt21221240;nm0000124;
tt21221240;nm2129444;
tt21221240;nm8893681;
tt1745960;nm0000129;
tt1745960;nm1886602;
tt0437086;nm4023073;
tt0437086;nm0910607;
tt3829920;nm0000313;
tt0376479;nm0266824;
tt3136112;nm3783690;
tt3136112;nm4828434;
tt1837709;nm3726887;
tt2205697;nm0001427;
tt2205697;nm2934314;
tt1251743;nm0000673;
tt1578275;nm0000681;
tt1578275;nm0000213;
tt1440379;nm1549295;
tt0851471;nm0452576;
tt0851471;nm0376157;
tt0851471;nm6816566;
tt0455566;nm1599769;
tt0455566;nm1072611;
tt0311429;nm0870204;
tt0311429;nm0933959;
tt0181536;nm0114532;
tt0137494;nm0001876;
tt0137494;nm0000609;
tt0118661;nm0000146;
tt0118661;nm0000235;
tt0113071;nm0000152;
tt0113071;nm0000566;
tt0113501;nm0001009;
tt0109920;nm0295506;
tt0109920;nm0000695;
tt0107969;nm0000648;
tt0107969;nm0000172;
tt4236770;nm0717709;
tt12361974;nm0147147;
tt12361974;nm2933757;
tt9340860;nm0000178;
tt9340860;nm7371202;
tt1478839;nm4467076;
tt4209788;nm1567113;
tt4209788;nm0252961;
tt4846340;nm0378245;
tt4846340;nm0818055;
tt4846340;nm1847117;
tt2975590;nm0010736;
tt5034074;nm6329201;
tt5034074;nm0542603;
tt2097298;nm0004742;
tt2097298;nm7107400;
tt2883434;nm1843026;
tt2172934;nm2794962;
tt2172934;nm0001567;
tt1205537;nm1517976;
tt1205537;nm0461136;
tt13375076;nm4683167;
tt13375076;nm3012273;
tt14714980;nm2955013;
tt14714980;nm0753526;
tt10268488;nm4917623;
tt4471908;nm4677272;
tt4471908;nm0935653;
tt10059518;nm3308569;
tt10059518;nm5145655;
tt4844140;nm1126657;
tt6821044;nm1092227;
tt7008872;nm2348627;
tt7008872;nm0249291;
tt7895824;nm1144419;
tt7895824;nm3478396;
tt2345759;nm1834115;
tt27425296;nm3103539;
tt9881938;nm3080722;
tt9881938;nm0860380;
tt9881938;nm3324982;
tt9603212;nm2017943;
tt13640382;nm2962353;
tt13640382;nm0272581;
tt3532216;nm1727304;
tt3532216;nm0942792;
tt3393786;nm1130627;
tt1631867;nm0000200;
tt1483013;nm2057859;
tt1336608;nm2584600;
tt1336608;nm1546300;
tt1229238;nm0670408;
tt1013743;nm0765597;
tt0985699;nm0396924;
tt28514922;nm8054799;
tt28514922;nm8435169;
tt1695843;nm3147751;
tt1695843;nm0206257;
tt14452776;nm2087739;
tt14452776;nm0609114;
tt14452776;nm8731249;
tt10665342;nm5506858;
tt10665342;nm0183921;
tt6710474;nm3513533;
tt0370194;nm0502073;
tt0370194;nm0304830;
tt6326182;nm0041932;
tt6326182;nm0714761;
tt1486217;nm0071304;
tt1486217;nm2436722;
tt8946378;nm0185819;
tt8946378;nm0262635;
tt8946378;nm1869101;
tt7049542;nm1754366;
tt7049542;nm6654163;
tt1826940;nm0221046;
tt1826940;nm2159926;
tt1826940;nm0339011;
tt4145384;nm0731075;
tt4145384;nm0584951;
tt4145384;nm1113550;
tt3233418;nm0520064;
tt3233418;nm1821327;
tt15106860;nm0386472;
tt15106860;nm4889489;
tt15106860;nm6018082;
tt8303474;nm5977545;
tt8303474;nm0126004;
tt1158939;nm1918862;
tt5843780;nm0004875;
tt6143850;nm0281956;
tt6143850;nm0788370;
tt7312940;nm5518392;
tt7312940;nm0034492;
tt3758852;nm1294664;
tt3758852;nm2560618;
tt3758852;nm4498664;
tt5580536;nm0004978;
tt0775440;nm2265157;
tt4594834;nm3500582;
tt2637294;nm1117791;
tt2637294;nm0732497;
tt2637294;nm0241173;
tt3672840;nm0000329;
tt3202890;nm0000202;
tt3202890;nm0498956;
tt0903657;nm0006969;
tt15303234;nm5939164;
tt15303234;nm0000132;
tt15303234;nm0300712;
tt11527058;nm0135221;
tt12976224;nm1089991;
tt12976224;nm0226817;
tt1796960;nm0001597;
tt1796960;nm0507073;
tt6884200;nm1433588;
tt5805752;nm7449863;
tt5805752;nm0909768;
tt1780441;nm0035488;
tt1780441;nm1247855;
tt1780441;nm0001492;
tt4635276;nm2106637;
tt4635276;nm1728099;
tt4635276;nm2913119;
tt1906329;nm0092961;
tt1906329;nm3287038;
tt28685746;nm1391172;
tt28685746;nm2940272;
tt1278469;nm0000657;
tt1175506;nm1605114;
tt0486655;nm1214435;
tt20601972;nm4454223;
tt20601972;nm1058940;
tt20601972;nm13716433;
tt8784956;nm0996669;
tt7745956;nm2948025;
tt7745956;nm3851090;
tt7745956;nm7232332;
tt5770786;nm1555340;
tt5770786;nm0549505;
tt5770786;nm2365811;
tt6231586;nm0000133;
tt6231586;nm0926165;
tt5030452;nm6920210;
tt5030452;nm0336489;
tt5030452;nm2107127;
tt4978710;nm2193120;
tt5368542;nm1270781;
tt5368542;nm0199842;
tt5368542;nm5339326;
tt3012532;nm3204147;
tt3012532;nm6636855;
tt3012532;nm5276369;
tt2507238;nm1682420;
tt2507238;nm2007030;
tt3398268;nm3268918;
tt3398268;nm4134328;
tt3398268;nm0559652;
tt1710295;nm0330070;
tt1710295;nm0728411;
tt1710295;nm0222643;
tt2750524;nm0000836;
tt2750524;nm0809720;
tt2294677;nm1128572;
tt2294677;nm0577329;
tt2294677;nm1143861;
tt14781286;nm0104809;
tt14781286;nm13508609;
tt20315818;nm0126284;
tt20315818;nm0267812;
tt8373206;nm1724319;
tt8373206;nm0004753;
tt5537002;nm4291409;
tt13055982;nm1658935;
tt13160412;nm0001085;
tt13160412;nm0931090;
tt7286456;nm0001618;
tt1933667;nm0005273;
tt1967614;nm0005182;
tt1781827;nm1183149;
tt1781827;nm0713378;
tt1860213;nm3614913;
tt3276924;nm0604742;
tt3276924;nm1176985;
tt2361509;nm0000623;
tt10908058;nm0007958;
tt10908058;nm0114139;
tt2212008;nm3762369;
tt1480295;nm0000237;
tt1931435;nm0001337;
tt1815708;nm1265067;
tt1815708;nm0001845;
tt0455323;nm0000194;
tt1598822;nm0004754;
tt1598822;nm0005110;
tt1448755;nm0005458;
tt6780018;nm0004695;
tt6780018;nm0001100;
tt6779974;nm0043484;
tt6779822;nm0001774;
tt1219289;nm0295484;
tt1219289;nm0180411;
tt1712187;nm0000899;
tt1712187;nm1249052;
tt1423995;nm0000170;
tt0985694;nm0001803;
tt0985694;nm0735442;
tt0780511;nm0005377;
tt1034331;nm0001303;
tt0486674;nm0001804;
tt0344854;nm0000187;
tt0445114;nm0315041;
tt0445114;nm0421332;
tt0445114;nm0580351;
tt5091774;nm0000226;
tt5091774;nm0085312;
tt5091774;nm0000250;
tt0356443;nm0000321;
tt0335121;nm0005381;
tt27641930;nm0001435;
tt0269095;nm0000531;
tt0284490;nm0000552;
tt27045228;nm0000496;
tt12032604;nm0009016;
tt0179626;nm0122653;
tt0203019;nm0000421;
tt0131704;nm0005305;
tt0155711;nm0587944;
tt0122690;nm0000606;
tt0122690;nm0001523;
tt0119223;nm0000569;
tt0120885;nm0000163;
tt0120885;nm0000162;
tt0119396;nm0000427;
tt0119396;nm0001233;
tt0106489;nm0001590;
tt0106489;nm0000969;
tt0105001;nm0331054;
tt0104892;nm0943237;
tt0104892;nm0001445;
tt0104892;nm0799436;
tt0101393;nm0000287;
tt0099077;nm0001413;
tt0098625;nm0000193;
tt0097607;nm0000834;
tt0095631;nm0001301;
tt0095631;nm0001433;
tt0092851;nm0000297;
tt0092851;nm0132517;
tt0092563;nm0000956;
tt0091530;nm0564044;
tt0088846;nm0000596;
tt0088846;nm0002114;
tt0087843;nm0000249;
tt0081398;nm0001550;
tt0077416;nm0001030;
tt0074084;nm0000367;
tt0074084;nm0761212;
tt0070379;nm0698998;
tt0069765;nm0605363;
tt0069765;nm0306696;
tt0067124;nm0001583;
tt0067124;nm0886888;
tt0066856;nm0696038;
tt0067266;nm0908262;
tt0067266;nm0899079;
tt0065836;nm0662430;
tt0065481;nm0835144;
tt0065481;nm0385757;
tt0064924;nm0000356;
tt0064924;nm0585325;
tt0065198;nm0786120;
tt0065198;nm0573631;
tt0065198;nm0105494;
tt0063036;nm0912005;
tt0063036;nm0334057;
tt0063154;nm0370477;
tt0063154;nm0689248;
tt0063154;nm0070987;
tt2141713;nm0246814;
tt0179492;nm0368394;
tt0145455;nm1560239;
tt0145455;nm0000135;
tt0145455;nm1665328;
tt0127350;nm0416856;
tt0127350;nm0005495;
tt0095306;nm0935974;
tt0095306;nm0719127;
tt0093046;nm0002025;
tt0090839;nm0434223;
tt0090839;nm0935719;
tt0046593;nm0000370;
tt0046593;nm0621699;
tt0093027;nm0030418;
tt0093027;nm0076361;
tt0093027;nm0112318;
tt0076489;nm0122675;
tt0076489;nm0000414;
tt0065317;nm0134201;
tt0065317;nm0141956;
tt0066696;nm0384050;
tt0066696;nm0201375;
tt17277414;nm0494069;
tt17277414;nm3118835;
tt21391206;nm3332493;
tt18330034;nm4234500;
tt18330034;nm4873989;
tt18330034;nm3663840;
tt12874990;nm13085063;
tt9179096;nm7414957;
tt9179096;nm11440820;
tt2677722;nm0403947;
tt4123430;nm1519666;
tt4123430;nm2239702;
tt4123430;nm0283945;
tt6865690;nm1679669;
tt6865690;nm3747611;
tt1273221;nm5353321;
tt1273221;nm1720028;
